ts, humidity, pm10, pm25, temp
2019-05-03T20:59:00Z,51.89,22,15,19.11
2019-05-03T21:00:00Z,51.83,15,12,19.11
2019-05-03T21:01:00Z,51.83,15,13,19.1
2019-05-03T21:03:00Z,51.85,14,13,19.09
2019-05-03T21:03:00Z,51.85,14,13,19.09
2019-05-03T21:04:00Z,51.87,17,12,19.08
2019-05-03T21:05:00Z,51.81,16,13,19.07
2019-05-03T21:06:00Z,51.81,14,12,19.07
2019-05-03T21:07:00Z,51.83,16,13,19.05
2019-05-03T21:08:00Z,51.81,17,13,19.05
2019-05-03T21:10:00Z,51.86,18,13,19.03
2019-05-03T21:10:00Z,51.86,18,13,19.03
2019-05-03T21:12:00Z,51.82,17,13,19
2019-05-03T21:12:00Z,51.82,17,13,19
2019-05-03T21:13:00Z,51.8,20,13,18.99
2019-05-03T21:14:00Z,51.82,16,13,18.99
2019-05-03T21:15:00Z,51.82,16,13,18.98
2019-05-03T21:16:00Z,51.85,16,13,18.97
2019-05-03T21:17:00Z,51.82,15,13,18.96
2019-05-03T21:18:00Z,51.78,16,12,18.95
2019-05-03T21:19:00Z,51.8,14,13,18.95
2019-05-03T21:20:00Z,51.82,17,13,18.94
2019-05-03T21:22:00Z,51.82,14,13,18.92
2019-05-03T21:22:00Z,51.82,14,13,18.92
2019-05-03T21:23:00Z,51.8,15,12,18.92
2019-05-03T21:24:00Z,51.79,14,9,18.92
2019-05-03T21:25:00Z,51.81,14,12,18.9
2019-05-03T21:27:00Z,51.81,16,14,18.89
2019-05-03T21:27:00Z,51.81,16,14,18.89
2019-05-03T21:28:00Z,51.77,13,11,18.88
2019-05-03T21:29:00Z,51.83,15,11,18.88
2019-05-03T21:30:00Z,51.81,12,10,18.88
2019-05-03T21:32:00Z,51.77,13,9,18.86
2019-05-03T21:32:00Z,51.77,13,9,18.86
2019-05-03T21:34:00Z,51.81,10,9,18.84
2019-05-03T21:34:00Z,51.81,10,9,18.84
2019-05-03T21:35:00Z,51.77,13,11,18.84
2019-05-03T21:37:00Z,51.78,14,11,18.82
2019-05-03T21:37:00Z,51.78,14,11,18.82
2019-05-03T21:39:00Z,51.78,14,10,18.81
2019-05-03T21:39:00Z,51.78,14,10,18.81
2019-05-03T21:40:00Z,51.82,13,11,18.8
2019-05-03T21:41:00Z,51.83,13,10,18.78
2019-05-03T21:43:00Z,51.82,14,12,18.76
2019-05-03T21:43:00Z,51.82,14,12,18.76
2019-05-03T21:45:00Z,51.81,15,11,18.75
2019-05-03T21:45:00Z,51.81,15,11,18.75
2019-05-03T21:47:00Z,51.82,14,12,18.73
2019-05-03T21:47:00Z,51.82,14,12,18.73
2019-05-03T21:48:00Z,51.82,12,8,18.73
2019-05-03T21:49:00Z,51.82,11,7,18.73
2019-05-03T21:50:00Z,51.84,13,10,18.71
2019-05-03T21:51:00Z,51.85,13,12,18.7
2019-05-03T21:52:00Z,51.89,12,11,18.68
2019-05-03T21:53:00Z,51.89,13,10,18.68
2019-05-03T21:54:00Z,51.88,12,10,18.66
2019-05-03T21:55:00Z,51.85,13,11,18.66
2019-05-03T21:57:00Z,51.85,13,12,18.65
2019-05-03T21:57:00Z,51.85,13,12,18.65
2019-05-03T21:59:00Z,51.82,13,12,18.63
2019-05-03T22:00:00Z,51.83,15,12,18.63
2019-05-03T22:01:00Z,51.86,13,10,18.62
2019-05-03T22:01:00Z,51.86,13,10,18.62
2019-05-03T22:03:00Z,51.84,12,10,18.6
2019-05-03T22:04:00Z,51.87,13,10,18.6
2019-05-03T22:04:00Z,51.87,13,10,18.6
2019-05-03T22:05:00Z,51.86,13,11,18.58
2019-05-03T22:06:00Z,51.91,13,10,18.59
2019-05-03T22:07:00Z,51.85,13,10,18.57
2019-05-03T22:09:00Z,51.85,13,8,18.56
2019-05-03T22:09:00Z,51.85,13,8,18.56
2019-05-03T22:10:00Z,51.87,12,10,18.55
2019-05-03T22:12:00Z,51.9,13,10,18.53
2019-05-03T22:12:00Z,51.9,13,10,18.53
2019-05-03T22:13:00Z,51.89,12,11,18.53
2019-05-03T22:14:00Z,51.82,13,10,18.51
2019-05-03T22:15:00Z,51.87,12,10,18.51
2019-05-03T22:16:00Z,51.87,9,7,18.5
2019-05-03T22:17:00Z,51.91,10,9,18.5
2019-05-03T22:18:00Z,51.9,10,9,18.48
2019-05-03T22:19:00Z,51.92,11,9,18.48
2019-05-03T22:20:00Z,51.88,13,10,18.47
2019-05-03T22:21:00Z,51.89,13,8,18.46
2019-05-03T22:22:00Z,51.88,10,9,18.46
2019-05-03T22:24:00Z,51.92,9,7,18.43
2019-05-03T22:24:00Z,51.92,9,7,18.43
2019-05-03T22:26:00Z,51.9,9,7,18.42
2019-05-03T22:27:00Z,51.94,12,10,18.41
2019-05-03T22:28:00Z,51.93,13,9,18.41
2019-05-03T22:29:00Z,51.92,12,10,18.4
2019-05-03T22:29:00Z,51.92,12,10,18.4
2019-05-03T22:31:00Z,51.93,11,9,18.39
2019-05-03T22:32:00Z,51.93,11,9,18.39
2019-05-03T22:32:00Z,51.93,11,9,18.39
2019-05-03T22:34:00Z,51.91,8,6,18.37
2019-05-03T22:34:00Z,51.91,8,6,18.37
2019-05-03T22:35:00Z,51.91,9,8,18.38
2019-05-03T22:36:00Z,51.87,11,7,18.37
2019-05-03T22:38:00Z,51.87,10,8,18.36
2019-05-03T22:38:00Z,51.87,10,8,18.36
2019-05-03T22:40:00Z,51.87,11,9,18.35
2019-05-03T22:40:00Z,51.87,11,9,18.35
2019-05-03T22:42:00Z,51.91,9,7,18.34
2019-05-03T22:42:00Z,51.91,9,7,18.34
2019-05-03T22:43:00Z,51.93,12,8,18.33
2019-05-03T22:44:00Z,51.9,10,8,18.32
2019-05-03T22:46:00Z,51.95,12,7,18.3
2019-05-03T22:46:00Z,51.95,12,7,18.3
2019-05-03T22:47:00Z,51.94,11,9,18.29
2019-05-03T22:48:00Z,51.91,9,8,18.29
2019-05-03T22:50:00Z,51.96,8,7,18.27
2019-05-03T22:50:00Z,51.96,8,7,18.27
2019-05-03T22:51:00Z,51.97,9,8,18.26
2019-05-03T22:52:00Z,51.94,10,9,18.25
2019-05-03T22:53:00Z,51.94,9,7,18.24
2019-05-03T22:54:00Z,51.95,12,10,18.23
2019-05-03T22:55:00Z,51.98,12,9,18.23
